state,time,candidate,votes,share,text
PA,2020-11-06T17:09:22Z,Biden,3303130,0.495,"PA Presidential Election Results - Called for Biden (D)

Biden (D): 49.50% (3,303,130 votes)
Trump (R): 49.36% (3,293,554 votes)

Biden Margin: 9,576 (+731)
% Difference: 0.14%

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T17:09:22Z,Trump,3293554,0.4936,"PA Presidential Election Results - Called for Biden (D)

Biden (D): 49.50% (3,303,130 votes)
Trump (R): 49.36% (3,293,554 votes)

Biden Margin: 9,576 (+731)
% Difference: 0.14%

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
NV,2020-11-06T16:57:06Z,Biden,626202,0.4976,"NV Presidential Election Results

Biden (D): 49.76% (626,202 votes)
Trump (R): 48.13% (605,650 votes)

Biden Margin: +20,552 (-1,524)
Estimated: &gt; 95% votes in

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-06T16:57:06Z,Trump,605650,0.4813,"NV Presidential Election Results

Biden (D): 49.76% (626,202 votes)
Trump (R): 48.13% (605,650 votes)

Biden Margin: +20,552 (-1,524)
Estimated: &gt; 95% votes in

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-06T16:36:34Z,Biden,624246,0.49829999999999997,"NV Presidential Election Results 

Biden (D): 49.83% (624,246 votes)
Trump (R): 48.07% (602,170 votes)

Biden Margin: +22,076
Estimated: &gt; 95% votes in

More results here: https://t.co/Skqy3QUPov"
NV,2020-11-06T16:36:34Z,Trump,602170,0.4807,"NV Presidential Election Results 

Biden (D): 49.83% (624,246 votes)
Trump (R): 48.07% (602,170 votes)

Biden Margin: +22,076
Estimated: &gt; 95% votes in

More results here: https://t.co/Skqy3QUPov"
PA,2020-11-06T16:21:38Z,Biden,3301222,0.4949,"PA Presidential Election Results - Called for Biden (D)

Biden (D): 49.49% (3,301,222 votes)
Trump (R): 49.36% (3,292,377 votes)

Biden Margin: +8,845 (+2,281)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T16:21:38Z,Trump,3292377,0.4936,"PA Presidential Election Results - Called for Biden (D)

Biden (D): 49.49% (3,301,222 votes)
Trump (R): 49.36% (3,292,377 votes)

Biden Margin: +8,845 (+2,281)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-06T15:39:09Z,Biden,2450117,0.4939,"GA Presidential Election Results 
 
Biden (D): 49.39.% ( 2,450,117 votes)
Trump (R): 49.37% ( 2,448,538 votes)
 
Biden Margin: 1,579  (+483)
Estimated: &gt; 99% votes in
 
More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T15:39:09Z,Trump,2448538,0.49369999999999997,"GA Presidential Election Results 
 
Biden (D): 49.39.% ( 2,450,117 votes)
Trump (R): 49.37% ( 2,448,538 votes)
 
Biden Margin: 1,579  (+483)
Estimated: &gt; 99% votes in
 
More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-06T15:04:56Z,Biden,3297553,0.49479999999999996,"PA Presidential Election Results - Called for Biden (D)

Biden (D): 49.48% (3,297,553 votes) 
Trump (R): 49.29% (3,290,989 votes)

Biden Margin: 6,564
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T15:04:56Z,Trump,3290989,0.4929,"PA Presidential Election Results - Called for Biden (D)

Biden (D): 49.48% (3,297,553 votes) 
Trump (R): 49.29% (3,290,989 votes)

Biden Margin: 6,564
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-06T10:10:29Z,Biden,2449580,0.4939,"GA Presidential Election Results 
 
Biden (D): 49.39.% ( 2,449,580 votes)
Trump (R): 49.37% ( 2,448,484 votes)
 
Biden Margin:  (+ 1,096)
Estimated: &gt; 99% votes in
 
More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T10:10:29Z,Trump,2448484,0.49369999999999997,"GA Presidential Election Results 
 
Biden (D): 49.39.% ( 2,449,580 votes)
Trump (R): 49.37% ( 2,448,484 votes)
 
Biden Margin:  (+ 1,096)
Estimated: &gt; 99% votes in
 
More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T09:22:06Z,Biden,2449371,0.4939,"GA Presidential Election Results - Biden takes the Lead
 
Biden (D): 49.39.% ( 2,449,371 votes)
Trump (R): 49.37% ( 2,448,454 votes)
 
Biden Margin:  (+917)
Estimated: &gt; 99% votes in
 
More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T09:22:06Z,Trump,2448454,0.49369999999999997,"GA Presidential Election Results - Biden takes the Lead
 
Biden (D): 49.39.% ( 2,449,371 votes)
Trump (R): 49.37% ( 2,448,454 votes)
 
Biden Margin:  (+917)
Estimated: &gt; 99% votes in
 
More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T08:40:26Z,Trump,2448232,0.4939,"GA Presidential Election Results

Trump (R): 49.39% (2,448,232 votes)
Biden (D): 49.38% (2,447,769 votes)

Trump Margin: +463 (-202)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T08:40:26Z,Biden,2447769,0.4938,"GA Presidential Election Results

Trump (R): 49.39% (2,448,232 votes)
Biden (D): 49.38% (2,447,769 votes)

Trump Margin: +463 (-202)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T07:41:12Z,Trump,2448183,0.4939,"GA Presidential Election Results

Trump (R): 49.39% (2,448,183 votes)
Biden (D): 49.37% (2,447,518 votes)

Trump Margin: +665 (-602)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T07:41:12Z,Biden,2447518,0.49369999999999997,"GA Presidential Election Results

Trump (R): 49.39% (2,448,183 votes)
Biden (D): 49.37% (2,447,518 votes)

Trump Margin: +665 (-602)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T06:31:07Z,Trump,2448081,0.4939,"GA Presidential Election Results

Trump (R): 49.39% (2,448,081 votes)
Biden (D): 49.37% (2,446,814 votes)

Trump Margin: +1,267 (-212)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T06:31:07Z,Biden,2446814,0.49369999999999997,"GA Presidential Election Results

Trump (R): 49.39% (2,448,081 votes)
Biden (D): 49.37% (2,446,814 votes)

Trump Margin: +1,267 (-212)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-06T06:22:32Z,Trump,3286193,0.49560000000000004,"PA Presidential Election Results

Trump (R): 49.56% (3,286,193 votes)
Biden (D): 49.29% (3,267,969 votes)

Trump Margin: +18,224 (-4,347)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T06:22:32Z,Biden,3267969,0.4929,"PA Presidential Election Results

Trump (R): 49.56% (3,286,193 votes)
Biden (D): 49.29% (3,267,969 votes)

Trump Margin: +18,224 (-4,347)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-06T05:45:28Z,Trump,2448056,0.494,"GA Presidential Election Results

Trump (R): 49.4% (2,448,056 votes)
Biden (D): 49.37% (2,446,577 votes)

Trump Margin: +1,479 (-318)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T05:45:28Z,Biden,2446577,0.49369999999999997,"GA Presidential Election Results

Trump (R): 49.4% (2,448,056 votes)
Biden (D): 49.37% (2,446,577 votes)

Trump Margin: +1,479 (-318)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
AZ,2020-11-06T05:31:36Z,Biden,1532062,0.5007,"AZ Presidential Election Results

Biden (D): 50.07% (1,532,062 votes)
Trump (R): 48.53% (1,485,010 votes)

Biden Margin: +47,052 (+795)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-06T05:31:36Z,Trump,1485010,0.4853,"AZ Presidential Election Results

Biden (D): 50.07% (1,532,062 votes)
Trump (R): 48.53% (1,485,010 votes)

Biden Margin: +47,052 (+795)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
PA,2020-11-06T05:03:28Z,Trump,3285467,0.496,"PA Presidential Election Results

Trump (R): 49.6% (3,285,467 votes)
Biden (D): 49.26% (3,262,896 votes)

Trump Margin: +22,571 (-1,908)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T05:03:28Z,Biden,3262896,0.4926,"PA Presidential Election Results

Trump (R): 49.6% (3,285,467 votes)
Biden (D): 49.26% (3,262,896 votes)

Trump Margin: +22,571 (-1,908)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T04:27:06Z,Trump,3283054,0.4961,"PA Presidential Election Results

Trump (R): 49.61% (3,283,054 votes)
Biden (D): 49.24% (3,258,575 votes)

Trump Margin: 24,479 (-1,835)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T04:27:06Z,Biden,3258575,0.4924,"PA Presidential Election Results

Trump (R): 49.61% (3,283,054 votes)
Biden (D): 49.24% (3,258,575 votes)

Trump Margin: 24,479 (-1,835)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T03:35:06Z,Trump,3282070,0.4962,"PA Presidential Election Results

Trump (R): 49.62% (3,282,070 votes)
Biden (D): 49.23% (3,255,756 votes)

Trump Margin: +26,314 (-10,253)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T03:35:06Z,Biden,3255756,0.49229999999999996,"PA Presidential Election Results

Trump (R): 49.62% (3,282,070 votes)
Biden (D): 49.23% (3,255,756 votes)

Trump Margin: +26,314 (-10,253)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T03:31:56Z,Trump,3280330,0.49700000000000005,"PA Presidential Election Results

Trump (R): 49.7% (3,280,330 votes)
Biden (D): 49.15% (3,243,763 votes)

Trump Margin: +36,567 (-5,577)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T03:31:56Z,Biden,3243763,0.4915,"PA Presidential Election Results

Trump (R): 49.7% (3,280,330 votes)
Biden (D): 49.15% (3,243,763 votes)

Trump Margin: +36,567 (-5,577)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-06T03:08:56Z,Trump,2447337,0.494,"GA Presidential Election Results

Trump (R): 49.4% (2,447,337 votes)
Biden (D): 49.36% (2,445,540 votes)

Trump Margin: +1,797 (105)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T03:08:56Z,Biden,2445540,0.4936,"GA Presidential Election Results

Trump (R): 49.4% (2,447,337 votes)
Biden (D): 49.36% (2,445,540 votes)

Trump Margin: +1,797 (105)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T02:47:01Z,Trump,2447223,0.494,"GA Presidential Election Results

Trump (R): 49.40% (2,447,223 votes)
Biden (D): 49.36% (2,445,321 votes)

Trump Margin: +1,902 (-595)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T02:47:01Z,Biden,2445321,0.4936,"GA Presidential Election Results

Trump (R): 49.40% (2,447,223 votes)
Biden (D): 49.36% (2,445,321 votes)

Trump Margin: +1,902 (-595)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-06T02:40:24Z,Trump,3277932,0.4975,"PA Presidential Election Results

Trump (R): 49.75% (3,277,932 votes)
Biden (D): 49.11% (3,235,788 votes)

Trump Margin: +42,144 (-6,712)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T02:40:24Z,Biden,3235788,0.4911,"PA Presidential Election Results

Trump (R): 49.75% (3,277,932 votes)
Biden (D): 49.11% (3,235,788 votes)

Trump Margin: +42,144 (-6,712)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T02:10:45Z,Trump,3273803,0.498,"PA Presidential Election Results

Trump (R): 49.8% (3,273,803 votes)
Biden (D): 49.05% (3,224,947 votes)

Trump Margin: +48,856 (-4,377)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T02:10:45Z,Biden,3224947,0.4905,"PA Presidential Election Results

Trump (R): 49.8% (3,273,803 votes)
Biden (D): 49.05% (3,224,947 votes)

Trump Margin: +48,856 (-4,377)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
AZ,2020-11-06T02:05:01Z,Biden,1528319,0.5006,"AZ Presidential Election Results

Biden (D): 50.06% (1,528,319 votes)
Trump (R): 48.54% (1,482,062 votes)

Biden Margin: +46,257 (-11,587)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-06T02:05:01Z,Trump,1482062,0.4854,"AZ Presidential Election Results

Biden (D): 50.06% (1,528,319 votes)
Trump (R): 48.54% (1,482,062 votes)

Biden Margin: +46,257 (-11,587)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
GA,2020-11-06T02:00:12Z,Trump,2447015,0.4941,"GA Presidential Election Results

Trump (R): 49.41% (2,447,015 votes)
Biden (D): 49.36% (2,444,518 votes)

Trump Margin: +2,497 (-1,138)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-06T02:00:12Z,Biden,2444518,0.4936,"GA Presidential Election Results

Trump (R): 49.41% (2,447,015 votes)
Biden (D): 49.36% (2,444,518 votes)

Trump Margin: +2,497 (-1,138)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-06T01:36:43Z,Trump,3270287,0.49829999999999997,"PA Presidential Election Results

Trump (R): 49.83% (3,270,287 votes)
Biden (D): 49.02% (3,217,064 votes)

Trump Margin: +53,233 (-11,006)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T01:36:43Z,Biden,3217064,0.4902,"PA Presidential Election Results

Trump (R): 49.83% (3,270,287 votes)
Biden (D): 49.02% (3,217,064 votes)

Trump Margin: +53,233 (-11,006)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
AZ,2020-11-06T01:25:55Z,Biden,1496142,0.5028,"AZ Presidential Election Results

Biden (D): 50.28% (1,496,142 votes)
Trump (R): 48.33% (1,438,298 votes)

Biden Margin: +57,844 (+1,297)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-06T01:25:55Z,Trump,1438298,0.4833,"AZ Presidential Election Results

Biden (D): 50.28% (1,496,142 votes)
Trump (R): 48.33% (1,438,298 votes)

Biden Margin: +57,844 (+1,297)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-06T01:03:12Z,Biden,1494263,0.5025999999999999,"AZ Presidential Election Results

Biden (D): 50.26% (1,494,263 votes)
Trump (R): 48.35% (1,437,716 votes)

Biden Margin: +56,547 (-4,922)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-06T01:03:12Z,Trump,1437716,0.48350000000000004,"AZ Presidential Election Results

Biden (D): 50.26% (1,494,263 votes)
Trump (R): 48.35% (1,437,716 votes)

Biden Margin: +56,547 (-4,922)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-06T00:19:23Z,Biden,1476693,0.5036,"AZ Presidential Election Results

Biden (D): 50.36% (1,476,693 votes)
Trump (R): 48.27% (1,415,224 votes)

Biden Margin: +61,469 (-3,710)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-06T00:19:23Z,Trump,1415224,0.4827,"AZ Presidential Election Results

Biden (D): 50.36% (1,476,693 votes)
Trump (R): 48.27% (1,415,224 votes)

Biden Margin: +61,469 (-3,710)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
PA,2020-11-06T00:00:40Z,Trump,3263958,0.49920000000000003,"PA Presidential Election Results

Trump (R): 49.92% (3,263,958 votes)
Biden (D): 48.93% (3,199,719 votes)

Trump Margin: +64,239 (-9,372)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-06T00:00:40Z,Biden,3199719,0.4893,"PA Presidential Election Results

Trump (R): 49.92% (3,263,958 votes)
Biden (D): 48.93% (3,199,719 votes)

Trump Margin: +64,239 (-9,372)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T23:57:27Z,Trump,2445539,0.49420000000000003,"GA Presidential Election Results

Trump (R): 49.42% (2,445,539 votes)
Biden (D): 49.35% (2,441,904 votes)

Trump Margin: +3,635 (-5890)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T23:57:27Z,Biden,2441904,0.4935,"GA Presidential Election Results

Trump (R): 49.42% (2,445,539 votes)
Biden (D): 49.35% (2,441,904 votes)

Trump Margin: +3,635 (-5890)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T23:54:21Z,Trump,3262491,0.4999,"PA Presidential Election Results

Trump (R): 49.99% (3,262,491 votes)
Biden (D): 48.86% (3,188,880 votes)

Trump Margin: +73,611 (-1,818)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T23:54:21Z,Biden,3188880,0.4886,"PA Presidential Election Results

Trump (R): 49.99% (3,262,491 votes)
Biden (D): 48.86% (3,188,880 votes)

Trump Margin: +73,611 (-1,818)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T23:21:32Z,Trump,3260810,0.5,"PA Presidential Election Results

Trump (R): 50.0% (3,260,810 votes)
Biden (D): 48.85% (3,185,381 votes)

Trump Margin: +75,429 (-2,887)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T23:21:32Z,Biden,3185381,0.4885,"PA Presidential Election Results

Trump (R): 50.0% (3,260,810 votes)
Biden (D): 48.85% (3,185,381 votes)

Trump Margin: +75,429 (-2,887)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
AZ,2020-11-05T23:09:46Z,Biden,1475680,0.5043,"AZ Presidential Election Results

Biden (D): 50.43% (1,475,680 votes)
Trump (R): 48.2% (1,410,501 votes)

Biden Margin: +65,179 (-2,919)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-05T23:09:46Z,Trump,1410501,0.48200000000000004,"AZ Presidential Election Results

Biden (D): 50.43% (1,475,680 votes)
Trump (R): 48.2% (1,410,501 votes)

Biden Margin: +65,179 (-2,919)
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-05T23:04:24Z,Biden,1473176,0.5047999999999999,"AZ Presidential Election Results

Biden (D): 50.48% (1,473,176 votes)
Trump (R): 48.15% (1,405,078 votes)

Biden Margin: +68,098
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-05T23:04:24Z,Trump,1405078,0.4815,"AZ Presidential Election Results

Biden (D): 50.48% (1,473,176 votes)
Trump (R): 48.15% (1,405,078 votes)

Biden Margin: +68,098
Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
PA,2020-11-05T22:59:13Z,Trump,3260068,0.5003,"PA Presidential Election Results

Trump (R): 50.03% (3,260,068 votes)
Biden (D): 48.82% (3,181,752 votes)

Trump Margin: 78,316 (-11,806)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T22:59:13Z,Biden,3181752,0.4882,"PA Presidential Election Results

Trump (R): 50.03% (3,260,068 votes)
Biden (D): 48.82% (3,181,752 votes)

Trump Margin: 78,316 (-11,806)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T22:54:46Z,Trump,3250940,0.5012,"PA Presidential Election Results

Trump (R): 50.12% (3,250,940 votes)
Biden (D): 48.73% (3,160,818 votes)

Trump Margin: +90,122 (-422)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T22:54:46Z,Biden,3160818,0.48729999999999996,"PA Presidential Election Results

Trump (R): 50.12% (3,250,940 votes)
Biden (D): 48.73% (3,160,818 votes)

Trump Margin: +90,122 (-422)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T21:56:52Z,Trump,3247816,0.5012,"PA Presidential Election Results

Trump (R): 50.12% (3,247,816 votes)
Biden (D): 48.73% (3,157,272 votes)

Trump Margin: +90,544 (-5,118)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T21:56:52Z,Biden,3157272,0.48729999999999996,"PA Presidential Election Results

Trump (R): 50.12% (3,247,816 votes)
Biden (D): 48.73% (3,157,272 votes)

Trump Margin: +90,544 (-5,118)
Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T21:51:45Z,Trump,2439678,0.49479999999999996,"GA Presidential Election Results

Trump (R): 49.48% (2,439,678 votes)
Biden (D): 49.29% (2,430,153 votes)
Jorgensen (L): 1.23% (60,821 votes)

Trump Margin: +9,525 (-3,246)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T21:51:45Z,Biden,2430153,0.4929,"GA Presidential Election Results

Trump (R): 49.48% (2,439,678 votes)
Biden (D): 49.29% (2,430,153 votes)
Jorgensen (L): 1.23% (60,821 votes)

Trump Margin: +9,525 (-3,246)
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T21:49:18Z,Trump,2438216,0.4951,"GA Presidential Election Results

Trump (R): 49.51% (2,438,216 votes)
Biden (D): 49.25% (2,425,445 votes)

Trump Margin: +12,771
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T21:49:18Z,Biden,2425445,0.4925,"GA Presidential Election Results

Trump (R): 49.51% (2,438,216 votes)
Biden (D): 49.25% (2,425,445 votes)

Trump Margin: +12,771
Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T21:45:49Z,Trump,3243424,0.5017,"PA Presidential Election Results
 
Trump (R): 50.17% (3,243,424 votes)
Biden (D): 48.69% (3,147,762 votes)
 
Trump Margin: +95,662 (-2,240)
Estimated: &gt; 95% votes in
 
More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T21:45:49Z,Biden,3147762,0.4869,"PA Presidential Election Results
 
Trump (R): 50.17% (3,243,424 votes)
Biden (D): 48.69% (3,147,762 votes)
 
Trump Margin: +95,662 (-2,240)
Estimated: &gt; 95% votes in
 
More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T21:13:03Z,Trump,3240328,0.5018,"PA Presidential Election Results
 
Trump (R): 50.18% (3,240,328 votes)
Biden (D): 48.67% (3,142,426 votes)
 
Trump Margin: +97,902  
Estimated: &gt; 95% votes in
 
More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T21:13:03Z,Biden,3142426,0.4867,"PA Presidential Election Results
 
Trump (R): 50.18% (3,240,328 votes)
Biden (D): 48.67% (3,142,426 votes)
 
Trump Margin: +97,902  
Estimated: &gt; 95% votes in
 
More results here: https://t.co/BgcQsEyt3j"
AZ,2020-11-05T20:56:46Z,Biden,1471024,0.5047999999999999,"AZ Presidential Election Results

Biden (D): 50.48% (1,471,024 votes)
Trump (R): 48.15% (1,403,118 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-05T20:56:46Z,Trump,1403118,0.4815,"AZ Presidential Election Results

Biden (D): 50.48% (1,471,024 votes)
Trump (R): 48.15% (1,403,118 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/7CxbLsQ3gY"
GA,2020-11-05T20:31:35Z,Trump,2438181,0.4951,"GA Presidential Election Results

Trump (R): 49.51% (2,438,181 votes)
Biden (D): 49.25% (2,425,417 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T20:31:35Z,Biden,2425417,0.4925,"GA Presidential Election Results

Trump (R): 49.51% (2,438,181 votes)
Biden (D): 49.25% (2,425,417 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-05T20:27:59Z,Trump,3236698,0.5022,"PA Presidential Election Results

Trump (R): 50.22% (3,236,698 votes)
Biden (D): 48.63% (3,134,074 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T20:27:59Z,Biden,3134074,0.4863,"PA Presidential Election Results

Trump (R): 50.22% (3,236,698 votes)
Biden (D): 48.63% (3,134,074 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T19:44:55Z,Trump,3233604,0.5029,"PA Presidential Election Results

Trump (R): 50.29% (3,233,604 votes)
Biden (D): 48.56% (3,122,188 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T19:44:55Z,Biden,3122188,0.48560000000000003,"PA Presidential Election Results

Trump (R): 50.29% (3,233,604 votes)
Biden (D): 48.56% (3,122,188 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T19:25:08Z,Trump,3231161,0.5031,"PA Presidential Election Results

Trump (R): 50.31% (3,231,161 votes)
Biden (D): 48.54% (3,117,148 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T19:25:08Z,Biden,3117148,0.4854,"PA Presidential Election Results

Trump (R): 50.31% (3,231,161 votes)
Biden (D): 48.54% (3,117,148 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T18:18:35Z,Trump,3230001,0.5032,"PA Presidential Election Results

Trump (R): 50.32% (3,230,001 votes)
Biden (D): 48.53% (3,115,260 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-05T18:18:35Z,Biden,3115260,0.4853,"PA Presidential Election Results

Trump (R): 50.32% (3,230,001 votes)
Biden (D): 48.53% (3,115,260 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-05T17:41:16Z,Trump,2436006,0.49520000000000003,"GA Presidential Election Results

Trump (R): 49.52% (2,436,006 votes)
Biden (D): 49.25% (2,422,467 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-05T17:41:16Z,Biden,2422467,0.4925,"GA Presidential Election Results

Trump (R): 49.52% (2,436,006 votes)
Biden (D): 49.25% (2,422,467 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/xlHf7GZUxJ"
NV,2020-11-05T17:36:04Z,Biden,603807,0.49450000000000005,"NV Presidential Election Results

Biden (D): 49.45% (603,807 votes)
Trump (R): 48.48% (592,020 votes)

More results here: https://t.co/Skqy3QUPov"
