state,time,candidate,votes,share,text
MI,2020-11-04T09:39:57Z,Biden,1953819,0.47,"MI Presidential Election Results

Trump (R): 52% (2,174,533 votes)
Biden (D): 47% (1,953,819 votes)

Estimated: 76-89% votes in

More results here: https://t.co/P8otcaDgvj"
WI,2020-11-04T09:37:31Z,Biden,1572151,0.5,"WI Presidential Election Results

Biden (D): 50% (1,572,151 votes)
Trump (R): 49% (1,553,512 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T09:37:31Z,Trump,1553512,0.49,"WI Presidential Election Results

Biden (D): 50% (1,572,151 votes)
Trump (R): 49% (1,553,512 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T09:34:00Z,Biden,1551268,0.49,"WI Presidential Election Results - Biden Takes The Lead

Biden (D): 49% (1,551,268 votes)
Trump (R): 49% (1,549,127 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T09:34:00Z,Trump,1549127,0.49,"WI Presidential Election Results - Biden Takes The Lead

Biden (D): 49% (1,551,268 votes)
Trump (R): 49% (1,549,127 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
AZ,2020-11-04T09:31:50Z,Biden,1407732,0.51,"AZ Presidential Election Results

Biden (D): 51% (1,407,732 votes)
Trump (R): 47% (1,296,294 votes)

Estimated: 84-99% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-04T09:31:50Z,Trump,1296294,0.47,"AZ Presidential Election Results

Biden (D): 51% (1,407,732 votes)
Trump (R): 47% (1,296,294 votes)

Estimated: 84-99% votes in

More results here: https://t.co/7CxbLsQ3gY"
WI,2020-11-04T09:29:25Z,Trump,1533885,0.5,"WI Presidential Election Results

Trump (R): 50% (1,533,885 votes)
Biden (D): 48% (1,467,455 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T09:29:25Z,Biden,1467455,0.48,"WI Presidential Election Results

Trump (R): 50% (1,533,885 votes)
Biden (D): 48% (1,467,455 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
MI,2020-11-04T09:27:45Z,Trump,2161217,0.52,"MI Presidential Election Results

Trump (R): 52% (2,161,217 votes)
Biden (D): 47% (1,941,815 votes)

Estimated: 76-89% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T09:27:45Z,Biden,1941815,0.47,"MI Presidential Election Results

Trump (R): 52% (2,161,217 votes)
Biden (D): 47% (1,941,815 votes)

Estimated: 76-89% votes in

More results here: https://t.co/P8otcaDgvj"
WI,2020-11-04T09:19:41Z,Trump,1529870,0.51,"WI Presidential Election Results

Trump (R): 51% (1,529,870 votes)
Biden (D): 48% (1,429,027 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T09:19:41Z,Biden,1429027,0.48,"WI Presidential Election Results

Trump (R): 51% (1,529,870 votes)
Biden (D): 48% (1,429,027 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/WSml3RdgJ2"
MI,2020-11-04T09:18:24Z,Trump,2106855,0.52,"MI Presidential Election Results

Trump (R): 52% (2,106,855 votes)
Biden (D): 46% (1,861,466 votes)

Estimated: 73-86% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T09:18:24Z,Biden,1861466,0.46,"MI Presidential Election Results

Trump (R): 52% (2,106,855 votes)
Biden (D): 46% (1,861,466 votes)

Estimated: 73-86% votes in

More results here: https://t.co/P8otcaDgvj"
NC,2020-11-04T08:51:44Z,Trump,2732084,0.5,"NC Presidential Election Results

Trump (R): 50% (2,732,084 votes)
Biden (D): 49% (2,655,383 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T08:51:44Z,Biden,2655383,0.49,"NC Presidential Election Results

Trump (R): 50% (2,732,084 votes)
Biden (D): 49% (2,655,383 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
AZ,2020-11-04T08:46:44Z,Biden,1373662,0.52,"AZ Presidential Election Results

Biden (D): 52% (1,373,662 votes)
Trump (R): 47% (1,240,620 votes)

Estimated: 81-97% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-04T08:46:44Z,Trump,1240620,0.47,"AZ Presidential Election Results

Biden (D): 52% (1,373,662 votes)
Trump (R): 47% (1,240,620 votes)

Estimated: 81-97% votes in

More results here: https://t.co/7CxbLsQ3gY"
MI,2020-11-04T08:41:35Z,Trump,2066057,0.52,"MI Presidential Election Results

Trump (R): 52% (2,066,057 votes)
Biden (D): 46% (1,820,659 votes)

Estimated: 72-84% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T08:41:35Z,Biden,1820659,0.46,"MI Presidential Election Results

Trump (R): 52% (2,066,057 votes)
Biden (D): 46% (1,820,659 votes)

Estimated: 72-84% votes in

More results here: https://t.co/P8otcaDgvj"
GA,2020-11-04T08:38:18Z,Trump,2382070,0.5,"GA Presidential Election Results

Trump (R): 50% (2,382,070 votes)
Biden (D): 48% (2,280,258 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T08:38:18Z,Biden,2280258,0.48,"GA Presidential Election Results

Trump (R): 50% (2,382,070 votes)
Biden (D): 48% (2,280,258 votes)

More results here: https://t.co/xlHf7GZUxJ"
WI,2020-11-04T07:07:19Z,Trump,1445189,0.51,"WI Presidential Election Results

Trump (R): 51% (1,445,189 votes)
Biden (D): 47% (1,337,045 votes)

Estimated: 84-98% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T07:07:19Z,Biden,1337045,0.47,"WI Presidential Election Results

Trump (R): 51% (1,445,189 votes)
Biden (D): 47% (1,337,045 votes)

Estimated: 84-98% votes in

More results here: https://t.co/WSml3RdgJ2"
AZ,2020-11-04T06:58:44Z,Biden,1337230,0.52,"AZ Presidential Election Results

Biden (D): 52% (1,337,230 votes)
Trump (R): 46% (1,181,420 votes)

Estimated: 78-94% votes in

More results here: https://t.co/7CxbLsQ3gY"
AZ,2020-11-04T06:58:44Z,Trump,1181420,0.46,"AZ Presidential Election Results

Biden (D): 52% (1,337,230 votes)
Trump (R): 46% (1,181,420 votes)

Estimated: 78-94% votes in

More results here: https://t.co/7CxbLsQ3gY"
GA,2020-11-04T06:49:04Z,Trump,2365842,0.51,"GA Presidential Election Results

Trump (R): 51% (2,365,842 votes)
Biden (D): 48% (2,248,032 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T06:49:04Z,Biden,2248032,0.48,"GA Presidential Election Results

Trump (R): 51% (2,365,842 votes)
Biden (D): 48% (2,248,032 votes)

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T06:01:58Z,Trump,2260606,0.52,"GA Presidential Election Results

Trump (R): 52% (2,260,606 votes)
Biden (D): 47% (2,015,836 votes)

Estimated: 86-99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T06:01:58Z,Biden,2015836,0.47,"GA Presidential Election Results

Trump (R): 52% (2,260,606 votes)
Biden (D): 47% (2,015,836 votes)

Estimated: 86-99% votes in

More results here: https://t.co/xlHf7GZUxJ"
MN,2020-11-04T05:56:27Z,Biden,1467715,0.54,"MN Presidential Election Results

Biden (D): 54% (1,467,715 votes)
Trump (R): 44% (1,181,549 votes)

Estimated: 78-90% votes in

More results here: https://t.co/6KiYfG5wzB"
MN,2020-11-04T05:56:27Z,Trump,1181549,0.44,"MN Presidential Election Results

Biden (D): 54% (1,467,715 votes)
Trump (R): 44% (1,181,549 votes)

Estimated: 78-90% votes in

More results here: https://t.co/6KiYfG5wzB"
ME,2020-11-04T05:40:21Z,Biden,333218,0.54,"ME Presidential Election Results

Biden (D): 54% (333,218 votes)
Trump (R): 44% (270,651 votes)

Estimated: 73-84% votes in

More results here: https://t.co/eBBPVCXMLz"
ME,2020-11-04T05:40:21Z,Trump,270651,0.44,"ME Presidential Election Results

Biden (D): 54% (333,218 votes)
Trump (R): 44% (270,651 votes)

Estimated: 73-84% votes in

More results here: https://t.co/eBBPVCXMLz"
IA,2020-11-04T05:20:03Z,Trump,844412,0.53,"IA Presidential Election Results

Trump (R): 53% (844,412 votes)
Biden (D): 45% (712,073 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/TVfFLK1Axe"
IA,2020-11-04T05:20:03Z,Biden,712073,0.45,"IA Presidential Election Results

Trump (R): 53% (844,412 votes)
Biden (D): 45% (712,073 votes)

Estimated: &gt; 99% votes in

More results here: https://t.co/TVfFLK1Axe"
GA,2020-11-04T05:17:36Z,Trump,2173677,0.53,"GA Presidential Election Results

Trump (R): 53% (2,173,677 votes)
Biden (D): 46% (1,866,631 votes)

Estimated: 82-99% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T05:17:36Z,Biden,1866631,0.46,"GA Presidential Election Results

Trump (R): 53% (2,173,677 votes)
Biden (D): 46% (1,866,631 votes)

Estimated: 82-99% votes in

More results here: https://t.co/xlHf7GZUxJ"
IA,2020-11-04T04:55:18Z,Trump,725681,0.52,"IA Presidential Election Results

Trump (R): 52% (725,681 votes)
Biden (D): 47% (659,050 votes)

Estimated: 80-93% votes in

More results here: https://t.co/TVfFLK1Axe"
IA,2020-11-04T04:55:18Z,Biden,659050,0.47,"IA Presidential Election Results

Trump (R): 52% (725,681 votes)
Biden (D): 47% (659,050 votes)

Estimated: 80-93% votes in

More results here: https://t.co/TVfFLK1Axe"
WI,2020-11-04T04:49:43Z,Trump,1101613,0.52,"WI Presidential Election Results

Trump (R): 52% (1,101,613 votes)
Biden (D): 47% (1,004,054 votes)

Estimated: 64-74% votes in

More results here: https://t.co/WSml3RdgJ2"
WI,2020-11-04T04:49:43Z,Biden,1004054,0.47,"WI Presidential Election Results

Trump (R): 52% (1,101,613 votes)
Biden (D): 47% (1,004,054 votes)

Estimated: 64-74% votes in

More results here: https://t.co/WSml3RdgJ2"
GA,2020-11-04T04:28:38Z,Trump,1894768,0.54,"GA Presidential Election Results

Trump (R): 54% (1,894,768 votes)
Biden (D): 45% (1,584,327 votes)

Estimated: 70-85% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T04:28:38Z,Biden,1584327,0.45,"GA Presidential Election Results

Trump (R): 54% (1,894,768 votes)
Biden (D): 45% (1,584,327 votes)

Estimated: 70-85% votes in

More results here: https://t.co/xlHf7GZUxJ"
NC,2020-11-04T04:27:30Z,Trump,2727622,0.5,"NC Presidential Election Results

Trump (R): 50% (2,727,622 votes)
Biden (D): 49% (2,653,816 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T04:27:30Z,Biden,2653816,0.49,"NC Presidential Election Results

Trump (R): 50% (2,727,622 votes)
Biden (D): 49% (2,653,816 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
IA,2020-11-04T04:25:05Z,Biden,562004,0.49,"IA Presidential Election Results

Biden (D): 49% (562,004 votes)
Trump (R): 49% (555,640 votes)

Estimated: 64-75% votes in

More results here: https://t.co/TVfFLK1Axe"
IA,2020-11-04T04:25:05Z,Trump,555640,0.49,"IA Presidential Election Results

Biden (D): 49% (562,004 votes)
Trump (R): 49% (555,640 votes)

Estimated: 64-75% votes in

More results here: https://t.co/TVfFLK1Axe"
MN,2020-11-04T04:23:41Z,Biden,1005136,0.56,"MN Presidential Election Results

Biden (D): 56% (1,005,136 votes)
Trump (R): 41% (747,087 votes)

Estimated: 52-60% votes in

More results here: https://t.co/6KiYfG5wzB"
MN,2020-11-04T04:23:41Z,Trump,747087,0.41,"MN Presidential Election Results

Biden (D): 56% (1,005,136 votes)
Trump (R): 41% (747,087 votes)

Estimated: 52-60% votes in

More results here: https://t.co/6KiYfG5wzB"
TX,2020-11-04T04:12:36Z,Trump,5033674,0.52,"TX Presidential Election Results

Trump (R): 52% (5,033,674 votes)
Biden (D): 47% (4,604,148 votes)

Estimated: 83-99% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T04:12:36Z,Biden,4604148,0.47,"TX Presidential Election Results

Trump (R): 52% (5,033,674 votes)
Biden (D): 47% (4,604,148 votes)

Estimated: 83-99% votes in

More results here: https://t.co/hOnKMO4RDl"
PA,2020-11-04T04:08:55Z,Trump,1717648,0.51,"PA Presidential Election Results

Trump (R): 51% (1,717,648 votes)
Biden (D): 48% (1,357,851 votes)

Estimated: 45-53 votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T04:08:55Z,Biden,1357851,0.48,"PA Presidential Election Results

Trump (R): 51% (1,717,648 votes)
Biden (D): 48% (1,357,851 votes)

Estimated: 45-53 votes in

More results here: https://t.co/BgcQsEyt3j"
MN,2020-11-04T04:00:51Z,Biden,845988,0.58,"MN Presidential Election Results

Biden (D): 58% (845,988 votes)
Trump (R): 39% (577,482 votes)

Estimated: 43-49% votes in

More results here: https://t.co/6KiYfG5wzB"
MN,2020-11-04T04:00:51Z,Trump,577482,0.39,"MN Presidential Election Results

Biden (D): 58% (845,988 votes)
Trump (R): 39% (577,482 votes)

Estimated: 43-49% votes in

More results here: https://t.co/6KiYfG5wzB"
IA,2020-11-04T03:51:18Z,Biden,406543,0.59,"IA Presidential Election Results

Biden (D): 59% (406,543 votes)
Trump (R): 39% (268,435 votes)

Estimated: 39-45% votes in

More results here: https://t.co/TVfFLK1Axe"
IA,2020-11-04T03:51:18Z,Trump,268435,0.39,"IA Presidential Election Results

Biden (D): 59% (406,543 votes)
Trump (R): 39% (268,435 votes)

Estimated: 39-45% votes in

More results here: https://t.co/TVfFLK1Axe"
TX,2020-11-04T03:49:46Z,Trump,4768461,0.51,"TX Presidential Election Results

Trump (R): 51% (4,768,461 votes)
Biden (D): 48% (4,456,456 votes)

Estimated: 79-99% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T03:49:46Z,Biden,4456456,0.48,"TX Presidential Election Results

Trump (R): 51% (4,768,461 votes)
Biden (D): 48% (4,456,456 votes)

Estimated: 79-99% votes in

More results here: https://t.co/hOnKMO4RDl"
NC,2020-11-04T03:38:12Z,Trump,2658059,0.5,"NC Presidential Election Results

Trump (R): 50% (2,658,059 votes)
Biden (D): 49% (2,604,493 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T03:38:12Z,Biden,2604493,0.49,"NC Presidential Election Results

Trump (R): 50% (2,658,059 votes)
Biden (D): 49% (2,604,493 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
GA,2020-11-04T03:36:18Z,Trump,1665798,0.55,"GA Presidential Election Results

Trump (R): 55% (1,665,798 votes)
Biden (D): 43% (1,308,237 votes)

Estimated: 60-73% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T03:36:18Z,Biden,1308237,0.43,"GA Presidential Election Results

Trump (R): 55% (1,665,798 votes)
Biden (D): 43% (1,308,237 votes)

Estimated: 60-73% votes in

More results here: https://t.co/xlHf7GZUxJ"
TX,2020-11-04T03:28:52Z,Trump,4631808,0.51,"TX Presidential Election Results

Trump (R): 51% (4,631,808 votes)
Biden (D): 48% (4,380,896 votes)

Estimated: 77-98% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T03:28:52Z,Biden,4380896,0.48,"TX Presidential Election Results

Trump (R): 51% (4,631,808 votes)
Biden (D): 48% (4,380,896 votes)

Estimated: 77-98% votes in

More results here: https://t.co/hOnKMO4RDl"
UT,2020-11-04T03:25:02Z,Trump,386434,0.54,"UT Presidential Election Results

Trump (R): 54% (386,434 votes)
Biden (D): 43% (311,293 votes)

Estimated: 50-59% votes in

More results here: https://t.co/lCOJuXOE6p"
UT,2020-11-04T03:25:02Z,Biden,311293,0.43,"UT Presidential Election Results

Trump (R): 54% (386,434 votes)
Biden (D): 43% (311,293 votes)

Estimated: 50-59% votes in

More results here: https://t.co/lCOJuXOE6p"
PA,2020-11-04T03:20:38Z,Trump,1081776,0.51,"PA Presidential Election Results

Trump (R): 51% (1,081,776 votes)
Biden (D): 48% (973,647 votes)

Estimated: 30-35% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T03:20:38Z,Biden,973647,0.48,"PA Presidential Election Results

Trump (R): 51% (1,081,776 votes)
Biden (D): 48% (973,647 votes)

Estimated: 30-35% votes in

More results here: https://t.co/BgcQsEyt3j"
MI,2020-11-04T03:14:19Z,Trump,966380,0.55,"MI Presidential Election Results

Trump (R): 55% (966,380 votes)
Biden (D): 43% (749,283 votes)

Estimated: 32-37% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T03:14:19Z,Biden,749283,0.43,"MI Presidential Election Results

Trump (R): 55% (966,380 votes)
Biden (D): 43% (749,283 votes)

Estimated: 32-37% votes in

More results here: https://t.co/P8otcaDgvj"
GA,2020-11-04T03:12:04Z,Trump,1502028,0.55,"GA Presidential Election Results

Trump (R): 55% (1,502,028 votes)
Biden (D): 43% (1,172,891 votes)

Estimated: 54-65% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T03:12:04Z,Biden,1172891,0.43,"GA Presidential Election Results

Trump (R): 55% (1,502,028 votes)
Biden (D): 43% (1,172,891 votes)

Estimated: 54-65% votes in

More results here: https://t.co/xlHf7GZUxJ"
ME,2020-11-04T03:09:02Z,Trump,66241,0.49,"ME Presidential Election Results

Trump (R): 49% (66,241 votes)
Biden (D): 48% (64,952 votes)

Estimated: 16-18% votes in

More results here: https://t.co/eBBPVCXMLz"
ME,2020-11-04T03:09:02Z,Biden,64952,0.48,"ME Presidential Election Results

Trump (R): 49% (66,241 votes)
Biden (D): 48% (64,952 votes)

Estimated: 16-18% votes in

More results here: https://t.co/eBBPVCXMLz"
NC,2020-11-04T03:08:12Z,Trump,2525182,0.49,"NC Presidential Election Results

Trump (R): 49% (2,525,182 votes)
Biden (D): 49% (2,523,830 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T03:08:12Z,Biden,2523830,0.49,"NC Presidential Election Results

Trump (R): 49% (2,525,182 votes)
Biden (D): 49% (2,523,830 votes)

Estimated: &gt; 95% votes in

More results here: https://t.co/mMSMwaoZxw"
TX,2020-11-04T03:05:10Z,Trump,4453789,0.5,"TX Presidential Election Results

Trump (R): 50% (4,453,789 votes)
Biden (D): 48% (4,279,967 votes)

Estimated: 75-95% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T03:05:10Z,Biden,4279967,0.48,"TX Presidential Election Results

Trump (R): 50% (4,453,789 votes)
Biden (D): 48% (4,279,967 votes)

Estimated: 75-95% votes in

More results here: https://t.co/hOnKMO4RDl"
OH,2020-11-04T02:55:43Z,Trump,2212913,0.5,"OH Presidential Election Results

Trump (R): 50% (2,212,913 votes)
Biden (D): 49% (2,182,888 votes)

Estimated: 73-87% votes in

More results here: https://t.co/dmd6wmGl3z"
OH,2020-11-04T02:55:43Z,Biden,2182888,0.49,"OH Presidential Election Results

Trump (R): 50% (2,212,913 votes)
Biden (D): 49% (2,182,888 votes)

Estimated: 73-87% votes in

More results here: https://t.co/dmd6wmGl3z"
TX,2020-11-04T02:49:30Z,Biden,4142767,0.49,"TX Presidential Election Results

Biden (D): 49% (4,142,767 votes)
Trump (R): 49% (4,124,951 votes)

Estimated: 71-90% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T02:49:30Z,Trump,4124951,0.49,"TX Presidential Election Results

Biden (D): 49% (4,142,767 votes)
Trump (R): 49% (4,124,951 votes)

Estimated: 71-90% votes in

More results here: https://t.co/hOnKMO4RDl"
GA,2020-11-04T02:44:35Z,Trump,1362973,0.56,"GA Presidential Election Results

Trump (R): 56% (1,362,973 votes)
Biden (D): 43% (1,039,229 votes)

Estimated: 49-59% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T02:44:35Z,Biden,1039229,0.43,"GA Presidential Election Results

Trump (R): 56% (1,362,973 votes)
Biden (D): 43% (1,039,229 votes)

Estimated: 49-59% votes in

More results here: https://t.co/xlHf7GZUxJ"
PA,2020-11-04T02:43:21Z,Biden,1061454,0.55,"PA Presidential Election Results

Biden (D): 55% (1,061,454 votes)
Trump (R): 44% (844,308 votes)

Estimated: 28-33% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T02:43:21Z,Trump,844308,0.44,"PA Presidential Election Results

Biden (D): 55% (1,061,454 votes)
Trump (R): 44% (844,308 votes)

Estimated: 28-33% votes in

More results here: https://t.co/BgcQsEyt3j"
NC,2020-11-04T02:42:02Z,Biden,2461630,0.5,"NC Presidential Election Results

Biden (D): 50% (2,461,630 votes)
Trump (R): 49% (2,436,014 votes)

Estimated: &gt;95% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T02:42:02Z,Trump,2436014,0.49,"NC Presidential Election Results

Biden (D): 50% (2,461,630 votes)
Trump (R): 49% (2,436,014 votes)

Estimated: &gt;95% votes in

More results here: https://t.co/mMSMwaoZxw"
NH,2020-11-04T02:32:35Z,Biden,157675,0.55,"NH Presidential Election Results

Biden (D): 55% (157,675 votes)
Trump (R): 44% (126,084 votes)

Estimated: 34-39% votes in

More results here: https://t.co/bzDw9IrYJM"
NH,2020-11-04T02:32:35Z,Trump,126084,0.44,"NH Presidential Election Results

Biden (D): 55% (157,675 votes)
Trump (R): 44% (126,084 votes)

Estimated: 34-39% votes in

More results here: https://t.co/bzDw9IrYJM"
OH,2020-11-04T02:31:19Z,Biden,2031469,0.51,"OH Presidential Election Results

Biden (D): 51% (2,031,469 votes)
Trump (R): 48% (1,906,067 votes)

Estimated: 65-78% votes in

More results here: https://t.co/dmd6wmGl3z"
OH,2020-11-04T02:31:19Z,Trump,1906067,0.48,"OH Presidential Election Results

Biden (D): 51% (2,031,469 votes)
Trump (R): 48% (1,906,067 votes)

Estimated: 65-78% votes in

More results here: https://t.co/dmd6wmGl3z"
NC,2020-11-04T02:25:15Z,Biden,2408683,0.5,"NC Presidential Election Results

Biden (D): 50% (2,408,683 votes)
Trump (R): 49% (2,333,324 votes)

Estimated: 86-99% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T02:25:15Z,Trump,2333324,0.49,"NC Presidential Election Results

Biden (D): 50% (2,408,683 votes)
Trump (R): 49% (2,333,324 votes)

Estimated: 86-99% votes in

More results here: https://t.co/mMSMwaoZxw"
TX,2020-11-04T02:23:55Z,Biden,4016352,0.5,"TX Presidential Election Results

Biden (D): 50% (4,016,352 votes)
Trump (R): 48% (3,878,786 votes)

Estimated: 68-86% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T02:23:55Z,Trump,3878786,0.48,"TX Presidential Election Results

Biden (D): 50% (4,016,352 votes)
Trump (R): 48% (3,878,786 votes)

Estimated: 68-86% votes in

More results here: https://t.co/hOnKMO4RDl"
ME,2020-11-04T02:19:09Z,Trump,17646,0.52,"ME Presidential Election Results

Trump (R): 52% (17,646 votes)
Biden (D): 45% (15,260 votes)

Estimated: 4-5% votes in

More results here: https://t.co/eBBPVCXMLz"
ME,2020-11-04T02:19:09Z,Biden,15260,0.45,"ME Presidential Election Results

Trump (R): 52% (17,646 votes)
Biden (D): 45% (15,260 votes)

Estimated: 4-5% votes in

More results here: https://t.co/eBBPVCXMLz"
PA,2020-11-04T02:16:04Z,Biden,756819,0.69,"PA Presidential Election Results

Biden (D): 69% (756,819 votes)
Trump (R): 30% (332,015 votes)

Estimated: 16-19% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T02:16:04Z,Trump,332015,0.3,"PA Presidential Election Results

Biden (D): 69% (756,819 votes)
Trump (R): 30% (332,015 votes)

Estimated: 16-19% votes in

More results here: https://t.co/BgcQsEyt3j"
GA,2020-11-04T02:10:42Z,Trump,971070,0.58,"GA Presidential Election Results

Trump (R): 58% (971,070 votes)
Biden (D): 41% (698,519 votes)

Estimated: 34-41% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T02:10:42Z,Biden,698519,0.41,"GA Presidential Election Results

Trump (R): 58% (971,070 votes)
Biden (D): 41% (698,519 votes)

Estimated: 34-41% votes in

More results here: https://t.co/xlHf7GZUxJ"
MI,2020-11-04T02:08:53Z,Trump,587160,0.59,"MI Presidential Election Results

Trump (R): 59% (587,160 votes)
Biden (D): 39% (398,054 votes)

Estimated: 18-21% votes in

More results here: https://t.co/P8otcaDgvj"
MI,2020-11-04T02:08:53Z,Biden,398054,0.39,"MI Presidential Election Results

Trump (R): 59% (587,160 votes)
Biden (D): 39% (398,054 votes)

Estimated: 18-21% votes in

More results here: https://t.co/P8otcaDgvj"
CO,2020-11-04T02:07:03Z,Biden,492301,0.65,"CO Presidential Election Results

Biden (D): 65% (492,301 votes)
Trump (R): 33% (245,090 votes)

Estimated: 21-24% votes in

More results here: https://t.co/syAhYwLlsX"
CO,2020-11-04T02:07:03Z,Trump,245090,0.33,"CO Presidential Election Results

Biden (D): 65% (492,301 votes)
Trump (R): 33% (245,090 votes)

Estimated: 21-24% votes in

More results here: https://t.co/syAhYwLlsX"
NC,2020-11-04T02:04:35Z,Biden,2265975,0.51,"NC Presidential Election Results

Biden (D): 51% (2,265,975 votes)
Trump (R): 48% (2,113,494 votes)

Estimated: 79-93% votes in

More results here: https://t.co/mMSMwaoZxw"
NC,2020-11-04T02:04:35Z,Trump,2113494,0.48,"NC Presidential Election Results

Biden (D): 51% (2,265,975 votes)
Trump (R): 48% (2,113,494 votes)

Estimated: 79-93% votes in

More results here: https://t.co/mMSMwaoZxw"
TX,2020-11-04T02:03:02Z,Biden,3661422,0.51,"TX Presidential Election Results

Biden (D): 51% (3,661,422 votes)
Trump (R): 48% (3,461,463 votes)

Estimated: 61-78% votes in

More results here: https://t.co/hOnKMO4RDl"
TX,2020-11-04T02:03:02Z,Trump,3461463,0.48,"TX Presidential Election Results

Biden (D): 51% (3,661,422 votes)
Trump (R): 48% (3,461,463 votes)

Estimated: 61-78% votes in

More results here: https://t.co/hOnKMO4RDl"
GA,2020-11-04T01:59:59Z,Trump,896893,0.57,"GA Presidential Election Results

Trump (R): 57% (896,893 votes)
Biden (D): 42% (665,159 votes)

Estimated: 32-38% votes in

More results here: https://t.co/xlHf7GZUxJ"
GA,2020-11-04T01:59:59Z,Biden,665159,0.42,"GA Presidential Election Results

Trump (R): 57% (896,893 votes)
Biden (D): 42% (665,159 votes)

Estimated: 32-38% votes in

More results here: https://t.co/xlHf7GZUxJ"
SC,2020-11-04T01:57:36Z,Trump,228048,0.53,"SC Presidential Election Results

Trump (R): 53% (228,048 votes)
Biden (D): 46% (201,952 votes)

Estimated: 17-21% votes in

More results here: https://t.co/Zyu1sHn8HZ"
SC,2020-11-04T01:57:36Z,Biden,201952,0.46,"SC Presidential Election Results

Trump (R): 53% (228,048 votes)
Biden (D): 46% (201,952 votes)

Estimated: 17-21% votes in

More results here: https://t.co/Zyu1sHn8HZ"
PA,2020-11-04T01:53:58Z,Biden,559857,0.79,"PA Presidential Election Results

Biden (D): 79% (559,857 votes)
Trump (R): 20% (140,060 votes)

Estimated: 10-12% votes in

More results here: https://t.co/BgcQsEyt3j"
PA,2020-11-04T01:53:58Z,Trump,140060,0.2,"PA Presidential Election Results

Biden (D): 79% (559,857 votes)
Trump (R): 20% (140,060 votes)

Estimated: 10-12% votes in

More results here: https://t.co/BgcQsEyt3j"
